ID,Months,KG_N,Age_0btw14,Age_15btw24,Age_25btw34,Age_35_plus,SES_AB,SES_C,SES_DE
1104,2017_Ağustos,0.7672442901910962,1.2526419016202008,1.2148379582427542,1.2151567023817116,1.38492424667159,0.0,1.6638006375353696,0.5935984576251648
1075,2017_Ağustos,0.5675266326072839,0.47285984134866144,0.4441157258440793,0.5781428782760193,1.0920742014021023,6.44138581715758,0.38039559612768675,0.0
1222,2017_Ağustos,2.1467950393870856,0.4454115128271033,0.5115107192601069,0.493610238110335,0.5254600608603234,0.21159102576554248,0.6193375534943242,0.21953331387376962
1153,2017_Ağustos,0.8112810727917626,1.8951823192839492,1.6330325327729767,1.6453674603677833,1.474986073220862,0.35033923938229167,1.4860278212545914,2.5019439123044136
1119,2017_Ağustos,0.8283398210433165,2.371785114521914,2.063323644582999,2.3155905359671376,1.770818298177412,0.0,1.7425559066834133,3.7283870065712836
1226,2017_Ağustos,0.5649791524106158,0.13724164260779093,0.48731764470050726,0.2837881491276544,0.3119359952666846,2.396875390229342,0.157892845427874,0.0
1105,2017_Ağustos,1.085918011906585,0.2457873053975892,0.22810613156193957,0.1600082117421881,0.18429870466043122,0.6729288360412335,0.19650586573832257,0.04537839448787417
1469,2017_Ağustos,0.28332868816559603,0.943224380104454,0.8813191446711302,0.78947447869023,0.731230459267601,0.08671763351046824,1.0276415702424342,0.3691593713743277
1001,2017_Ağustos,1.6355314282004336,1.407350662378074,1.7436294450454324,1.8642466179396446,2.2551242793562802,0.0,2.4337672009536218,0.9652107151880263
1397,2017_Ağustos,0.6652687220186264,2.26448710302855,2.2136663222033683,2.291438353062656,2.2956819231003234,2.667434406782003,2.290019719401853,2.088632589536479
1491,2017_Ağustos,0.837853703366064,0.336865850037305,0.3041415087492528,0.31095935489519577,0.28628924995795146,1.1585475836998558,0.23358965752162475,0.2281184155336377
1057,2017_Ağustos,0.5306466834244519,0.6238256482172314,0.8553979933572734,0.9917490105152603,1.0252733764119135,0.0,1.102191460940825,0.5985042300022323
1032,2017_Ağustos,0.9045561771507772,1.0704848123407693,0.8104679977465884,0.79098399012176,0.5063741108631266,0.006937410680837459,0.1663036023271796,2.7754407223259254
1224,2017_Ağustos,1.3478364412652362,0.13973694520065985,0.1520707543746264,0.12528944881699636,0.18310583278560644,0.8671763351046823,0.12998442480745076,0.0
1468,2017_Ağustos,1.2081084566150697,0.4017437174518971,0.3525276578684521,0.4483248951644327,0.542756703045283,3.7357956516309714,0.23244273612626487,0.0600957116190766
1262,2017_Ağustos,0.7920678871934765,0.1010597550111915,0.22119382454491113,0.07849459443956398,0.13121590623072776,1.4325753055929353,0.02561457782970353,0.0
1211,2017_Ağustos,1.7493279773379486,0.33811350133373946,0.2937730482237101,0.28227863769612427,0.2606425046492183,0.0,0.3666325393833684,0.13122941108655503
1175,2017_Ağustos,1.0843884064448164,0.41047727652693833,0.4596684166323934,0.4271917351230116,0.5332137280466844,0.0,0.609397568067872,0.2170804276852359
1118,2017_Ağustos,0.772860977792088,2.425434120268596,2.1099817169479413,2.3684234360706897,1.8107795059840428,0.0,1.7819335412574349,3.81178513698143
1152,2017_Ağustos,1.805074166759461,2.341841483407487,2.0546832608117134,1.9668933952836896,1.6801600356907274,0.031218348063768567,1.7502020493191455,3.186299158905327
1333,2017_Ağustos,1.4983033812505187,0.3867719018946835,0.46658072364942194,0.5615382525291884,0.9012147014301347,1.8800382945069511,0.7057389652781002,0.09075678897574833
1059,2017_Ağustos,1.498731124219932,0.6974370747068648,1.0316618222914995,1.201571099497941,1.3646454247995685,1.9216627585919763,1.2642896848183518,0.4648219327271435
1011,2017_Ağustos,1.4772418617988705,0.5689289911741151,0.45275610961536494,0.39247297219781985,0.27674627495935306,0.0,0.12119136077635849,1.379748481050228
1352,2017_Ağustos,2.3179142658322816,0.3980007635625937,0.4181945745302226,0.4317202694176019,0.4485198249341239,0.0,0.54402304853236,0.21585398459096902
1311,2017_Ağustos,0.7364482508363173,0.5726719450634185,0.5132387960143641,0.5404050924877674,0.501006187426415,0.12487339225507427,0.4759723790743417,0.8253962024416032
1233,2017_Ağustos,0.46833217807038596,0.4753551439415304,0.45448418636962207,0.7940030129848202,1.3467523466771967,9.538939686151506,0.25882192821954164,0.0
1180,2017_Ağustos,1.1529429818163137,1.87022929335526,1.7194363704858326,1.8521705264874038,2.293892615288086,0.0,2.595483117699362,0.9541727273396245
1388,2017_Ağustos,1.117163953516551,0.21584367428316206,0.425106881547251,0.5977665268859103,0.6578688389658759,1.4846058856992164,0.5168792421755101,0.17047559010309485
1163,2017_Ağustos,0.799055779979502,0.6961894234104303,0.6774060876687903,0.7245654871344367,0.8338174405025335,1.1932346371040428,0.68088900171197,0.8609630521753423
1244,2017_Ağustos,1.0725312789665584,1.4385419447889358,1.3634525591088662,1.4174312342067419,1.815550993483342,0.0,1.8151942617228711,1.4447499650463724
1182,2017_Ağustos,0.5478638182494442,1.2339271321736838,1.169907962632069,1.323841525451877,1.506000741966307,0.0,0.5864591401606749,4.335476338233383
1048,2017_Ağustos,1.8736287248306993,0.004990605185737852,0.005184230262771355,0.006038045726120306,0.007753667186361185,0.0693741068083746,0.0015292285271464793,0.0
1249,2017_Ağustos,0.8191088244581064,1.4572567142354527,1.6451290700527765,2.252191055842874,2.697083308978868,0.0,2.798488204678057,0.9983246787332318
1263,2017_Ağustos,2.331923091752198,0.14223224779352878,0.15552690788314064,0.16453674603677834,0.22068129684258758,0.9538939686151506,0.15101131705571483,0.017170203319736174
1364,2017_Ağustos,0.29955264203352483,1.3861405903386883,1.7401732915369177,1.895946358001776,2.18056978717973,0.0,2.437590272271488,0.8045466698390663
1415,2017_Ağustos,0.8799144835836654,2.1933709791317857,1.6416729165442623,1.835565900740573,1.2405867498177896,0.0,1.7704643273038365,1.683906368428412
1456,2017_Ağustos,0.7417666730618405,0.8097256913859664,0.6376603223208765,0.7562652271965683,0.5493174983568193,0.0,0.7458812141156954,0.5985042300022323
1284,2017_Ağustos,0.702130626531997,1.6768433424079183,1.8853317388945157,1.7465047262802986,1.8048151466099187,0.0,2.253700541882124,0.8854919140606797
1162,2017_Ağustos,0.2526078120833283,0.6412927663673139,0.6843183946858188,0.670223075599354,0.7527021530144474,1.3354515560612108,0.5925760542692607,0.8376606333842719
1122,2017_Ağustos,0.7725011579083523,0.6300639046994038,0.630748015303848,0.8166456844577713,1.2590762638775737,4.276913684736293,0.7137674150456192,0.5187854288748858
1278,2017_Ağustos,1.6983105876663998,0.46662158486648914,0.41646649777596545,0.4317202694176019,0.36919384525827487,0.0,0.08601910465198946,1.5894702501698628
1076,2017_Ağustos,0.0,0.47285984134866144,0.4441157258440793,0.5705953211183689,1.087302713902803,6.98944126094374,0.3146387694603881,0.0
1185,2017_Ağustos,0.44363256083414315,1.1366103310517957,1.067951434130899,1.1925140309087603,1.3389986794908353,0.0,1.1729182803213498,1.8335324259289698
1246,2017_Ağustos,0.8680702827239581,0.8359263686110902,1.2511275700821534,1.8008471378153814,1.3449630388649594,0.3711514714248041,1.6328337598606533,0.5702960388340943
1264,2017_Ağustos,0.9707623939595365,1.129124423273189,1.2908733354300672,1.8748131979603548,2.64042189492469,5.744176043733416,1.9490017578481882,0.695393234449315
1467,2017_Ağustos,0.6327577112578969,0.06238256482172315,0.04665807236494219,0.054342411535082756,0.0501006187426415,0.4925561583394596,0.02102689224826409,0.0
1102,2017_Ağustos,0.14968029575301728,0.6699887461853066,0.6030987872357342,0.5977665268859103,0.5588604733554177,2.771495566994565,0.3735140677555276,0.5445407338544901
1434,2017_Ağustos,1.1238909932848056,0.671236397481741,0.5097826425058498,0.7517366929019781,0.6453436842802155,1.5088868230821473,0.6831828445026896,0.23670351719350582
1410,2017_Ağustos,1.202315969065217,2.8558738175384857,3.0085816291616427,2.9812850772719006,2.4585089340139077,1.6060105726138716,2.2250275069981273,4.713220811267579
1220,2017_Ağustos,0.341982712624053,1.3100338612561861,1.6917871424177189,1.8989653808648361,1.75531096380469,0.26362160587182343,2.119893045756807,0.7481302875027903
1385,2017_Ağustos,1.1286665841782801,0.31815108059078806,0.35771188813122345,0.34869714068344765,0.436591106185876,2.0916293202724936,0.29475879860748394,0.06254859780761034
1283,2017_Ağustos,1.081954847716117,0.7223901006355541,1.1629956556150405,1.3328985940410574,0.8051885155067384,0.0,0.8204311048140862,1.6422073032233382
1392,2017_Ağustos,1.1532717207946135,0.07361142648963331,0.08121960745008455,0.06641850298732337,0.053082798429703495,0.0,0.06308067674479227,0.09075678897574833
1036,2017_Ağustos,2.272098228723884,0.06986847260032993,0.20564113375659707,0.10717531163863543,0.14493393279121294,1.3181080293591172,0.04128917023295495,0.0
1195,2017_Ağustos,0.7953336005639486,1.56829767961812,1.4688652411185503,1.3359176169041176,1.2727942904380591,0.0936550441913057,0.3704556107012346,5.066436422416437
1200,2017_Ağustos,1.9787253813736292,2.0199474489273954,1.8680509713519446,1.834056389309043,1.7863256325501347,0.0,1.5322869842007725,3.559137859562455
1432,2017_Ağustos,1.3586934539085331,2.123502506531456,2.0719640283542846,1.8506610150558735,1.5161401529023177,0.0,0.6640674879133587,6.0488173409242
1111,2017_Ağustos,0.9229792504777099,0.20087185872594854,0.1330619100777981,0.14340358599535727,0.12525154685660378,0.5931486132116027,0.12769058201673103,0.04660483758214104
1202,2017_Ağustos,0.9815849392823571,2.0199474489273954,1.8680509713519446,1.834056389309043,1.7863256325501347,0.0,1.5322869842007725,3.559137859562455
1488,2017_Ağustos,1.4994397403959168,0.3705524350410355,0.2643957434013391,0.31699740062131604,0.4968311358645282,4.249164042012944,0.10284061845060073,0.0
1396,2017_Ağustos,0.5019482132463995,0.3730477376339044,0.3248784298003382,0.356244697841098,0.5642283967921292,1.8835069998473701,0.38574789597269943,0.14349384202922372
1419,2017_Ağustos,2.547495580499161,0.6812176078532167,0.5218791797856497,0.5056863295625755,0.35010789526107816,0.0,0.25729269969239515,1.3466345175050227
1366,2017_Ağustos,2.0692985955987546,1.505915114796397,1.5725498463739775,1.5185685001192568,1.3556988857383825,2.188753069804218,1.6576837234267836,0.526144087440487
1191,2017_Ağustos,1.8039353093827675,0.12102217575414291,0.3698084254110233,0.31850691205284615,0.26601042808592984,0.0,0.15521669550536765,0.6904874620722475
